 0,00 GAZP|302|68|Max Williams A/D | 3|1|3||4 дня падения, 1 дня в 
 0,00 GAZP|87|36|Max Williams A/D |19|1|2||5 дня падения, 1 дня в 
 0,00 GAZP|87|36|Max Williams A/D |19|1|3||5 дня падения, 1 дня в 
 0,00 GAZP|82|36|Max Williams A/D |20|1|1||5 дня падения, 1 дня в 
 0,00 GAZP|82|36|Max Williams A/D |20|1|2||5 дня падения, 1 дня в 
 0,00 GAZP|82|36|Max Williams A/D |20|1|3||5 дня падения, 1 дня в 
 0,00 GAZP|80|36|Max Williams A/D |21|1|1||5 дня падения, 1 дня в 
 0,00 GAZP|80|36|Max Williams A/D |21|1|2||5 дня падения, 1 дня в 
 0,00 GAZP|80|36|Max Williams A/D |21|1|3||5 дня падения, 1 дня в 
 0,00 GAZP|75|36|Max Williams A/D |22|1|1||5 дня падения, 1 дня в 
 0,00 GAZP|75|36|Max Williams A/D |22|1|2||5 дня падения, 1 дня в 
 0,00 GAZP|75|36|Max Williams A/D |22|1|3||5 дня падения, 1 дня в 
 0,00 GAZP|68|14|Max Williams A/D |24|1|1||6 дня падения, 1 дня в 
 0,00 GAZP|68|14|Max Williams A/D |24|1|2||6 дня падения, 1 дня в 
 0,00 GAZP|68|14|Max Williams A/D |24|1|3||6 дня падения, 1 дня в 
 0,00 GAZP|66|14|Max Williams A/D |25|1|1||6 дня падения, 1 дня в 
 0,00 GAZP|66|14|Max Williams A/D |25|1|2||6 дня падения, 1 дня в 
 0,00 GAZP|66|14|Max Williams A/D |25|1|3||6 дня падения, 1 дня в 
 0,00 GAZP|349|78|Min Williams A/D | 3|1|1||3 дня роста, 1 дня в 
 0,00 GAZP|288|78|Min Williams A/D | 4|1|1||3 дня роста, 1 дня в 
 0,00 GAZP|253|78|Min Williams A/D | 5|1|1||3 дня роста, 1 дня в 
 0,00 GAZP|230|78|Min Williams A/D | 6|1|1||3 дня роста, 1 дня в 
 0,00 GAZP|214|78|Min Williams A/D | 7|1|1||3 дня роста, 1 дня в 
 0,00 GAZP|202|78|Min Williams A/D | 8|1|1||3 дня роста, 1 дня в 
 0,00 GAZP|190|78|Min Williams A/D | 9|1|1||3 дня роста, 1 дня в 
 0,00 GAZP|179|78|Min Williams A/D |10|1|1||3 дня роста, 1 дня в 
 0,00 GAZP|163|78|Min Williams A/D |11|1|1||3 дня роста, 1 дня в 
 0,00 GAZP|163|35|Min Williams A/D |11|1|1||4 дня роста, 1 дня в 
 0,00 GAZP|162|35|Min Williams A/D |11|1|2||4 дня роста, 1 дня в 
 0,00 GAZP|158|78|Min Williams A/D |12|1|1||3 дня роста, 1 дня в 
 0,00 GAZP|158|35|Min Williams A/D |12|1|1||4 дня роста, 1 дня в 
 0,00 GAZP|157|35|Min Williams A/D |12|1|2||4 дня роста, 1 дня в 
 0,00 GAZP|151|35|Min Williams A/D |13|1|1||4 дня роста, 1 дня в 
 0,00 GAZP|150|35|Min Williams A/D |13|1|2||4 дня роста, 1 дня в 
 0,00 GAZP|146|35|Min Williams A/D |14|1|1||4 дня роста, 1 дня в 
 0,00 GAZP|145|35|Min Williams A/D |14|1|2||4 дня роста, 1 дня в 
 0,00 GAZP|141|35|Min Williams A/D |15|1|1||4 дня роста, 1 дня в 
 0,00 GAZP|140|35|Min Williams A/D |15|1|2||4 дня роста, 1 дня в 
 0,00 GAZP|135|35|Min Williams A/D |16|1|1||4 дня роста, 1 дня в 
 0,00 GAZP|134|35|Min Williams A/D |16|1|2||4 дня роста, 1 дня в 
 0,00 GAZP|130|35|Min Williams A/D |17|1|1||4 дня роста, 1 дня в 
 0,00 GAZP|129|35|Min Williams A/D |17|1|2||4 дня роста, 1 дня в 
 0,00 GAZP|127|35|Min Williams A/D |18|1|1||4 дня роста, 1 дня в 
 0,00 GAZP|126|35|Min Williams A/D |18|1|2||4 дня роста, 1 дня в 
 0,00 GAZP|124|35|Min Williams A/D |19|1|1||4 дня роста, 1 дня в 
 0,00 GAZP|123|35|Min Williams A/D |19|1|2||4 дня роста, 1 дня в 
 0,00 GAZP|122|35|Min Williams A/D |19|1|3||4 дня роста, 1 дня в 
 0,00 GAZP|121|35|Min Williams A/D |20|1|1||4 дня роста, 1 дня в 
 0,00 GAZP|120|35|Min Williams A/D |20|1|2||4 дня роста, 1 дня в 
 0,00 GAZP|119|35|Min Williams A/D |20|1|3||4 дня роста, 1 дня в 
 0,00 GAZP|121|35|Min Williams A/D |21|1|1||4 дня роста, 1 дня в 
 0,00 GAZP|120|35|Min Williams A/D |21|1|2||4 дня роста, 1 дня в 
 0,00 GAZP|119|35|Min Williams A/D |21|1|3||4 дня роста, 1 дня в 
 0,00 GAZP|117|35|Min Williams A/D |22|1|1||4 дня роста, 1 дня в 
 0,00 GAZP|116|35|Min Williams A/D |22|1|2||4 дня роста, 1 дня в 
 0,00 GAZP|115|35|Min Williams A/D |22|1|3||4 дня роста, 1 дня в 
 0,00 GAZP|114|35|Min Williams A/D |23|1|1||4 дня роста, 1 дня в 
 0,00 GAZP|113|35|Min Williams A/D |23|1|2||4 дня роста, 1 дня в 
 0,00 GAZP|112|35|Min Williams A/D |23|1|3||4 дня роста, 1 дня в 
 0,00 GAZP|108|35|Min Williams A/D |24|1|1||4 дня роста, 1 дня в 
 0,00 GAZP|107|35|Min Williams A/D |24|1|2||4 дня роста, 1 дня в 
 0,00 GAZP|106|35|Min Williams A/D |24|1|3||4 дня роста, 1 дня в 
 0,00 GAZP|104|35|Min Williams A/D |25|1|1||4 дня роста, 1 дня в 
 0,00 GAZP|103|35|Min Williams A/D |25|1|2||4 дня роста, 1 дня в 
 0,00 GAZP|102|35|Min Williams A/D |25|1|3||4 дня роста, 1 дня в 
 0,00 GMKN|218|107|Max Williams A/D | 5|1|1||3 дня падения, 1 дня в 
 0,00 GMKN|218|49|Max Williams A/D | 5|1|1||4 дня падения, 1 дня в 
 0,00 GMKN|218|49|Max Williams A/D | 5|1|2||4 дня падения, 1 дня в 
 0,00 GMKN|204|49|Max Williams A/D | 6|1|1||4 дня падения, 1 дня в 
 0,00 GMKN|204|49|Max Williams A/D | 6|1|2||4 дня падения, 1 дня в 
 0,00 GMKN|178|49|Max Williams A/D | 7|1|1||4 дня падения, 1 дня в 
 0,00 GMKN|178|49|Max Williams A/D | 7|1|2||4 дня падения, 1 дня в 
 0,00 GMKN|156|49|Max Williams A/D | 8|1|1||4 дня падения, 1 дня в 
 0,00 GMKN|156|49|Max Williams A/D | 8|1|2||4 дня падения, 1 дня в 
 0,00 GMKN|148|49|Max Williams A/D | 9|1|1||4 дня падения, 1 дня в 
 0,00 GMKN|148|49|Max Williams A/D | 9|1|2||4 дня падения, 1 дня в 
 0,00 GMKN|136|49|Max Williams A/D |10|1|1||4 дня падения, 1 дня в 
 0,00 GMKN|136|49|Max Williams A/D |10|1|2||4 дня падения, 1 дня в 
 0,00 GMKN|132|49|Max Williams A/D |11|1|1||4 дня падения, 1 дня в 
 0,00 GMKN|132|49|Max Williams A/D |11|1|2||4 дня падения, 1 дня в 
 0,00 GMKN|129|49|Max Williams A/D |12|1|1||4 дня падения, 1 дня в 
 0,00 GMKN|129|49|Max Williams A/D |12|1|2||4 дня падения, 1 дня в 
 0,00 GMKN|122|49|Max Williams A/D |13|1|1||4 дня падения, 1 дня в 
 0,00 GMKN|122|49|Max Williams A/D |13|1|2||4 дня падения, 1 дня в 
 0,00 GMKN|118|49|Max Williams A/D |14|1|1||4 дня падения, 1 дня в 
 0,00 GMKN|118|49|Max Williams A/D |14|1|2||4 дня падения, 1 дня в 
 0,00 GMKN|115|49|Max Williams A/D |15|1|1||4 дня падения, 1 дня в 
 0,00 GMKN|115|49|Max Williams A/D |15|1|2||4 дня падения, 1 дня в 
 0,00 GMKN|115|49|Max Williams A/D |15|1|3||4 дня падения, 1 дня в 
 0,00 GMKN|113|49|Max Williams A/D |16|1|1||4 дня падения, 1 дня в 
 0,00 GMKN|113|49|Max Williams A/D |16|1|2||4 дня падения, 1 дня в 
 0,00 GMKN|113|49|Max Williams A/D |16|1|3||4 дня падения, 1 дня в 
 0,00 GMKN|108|49|Max Williams A/D |17|1|1||4 дня падения, 1 дня в 
 0,00 GMKN|108|49|Max Williams A/D |17|1|2||4 дня падения, 1 дня в 
 0,00 GMKN|108|49|Max Williams A/D |17|1|3||4 дня падения, 1 дня в 
 0,00 GMKN|106|49|Max Williams A/D |18|1|1||4 дня падения, 1 дня в 
 0,00 GMKN|106|49|Max Williams A/D |18|1|2||4 дня падения, 1 дня в 
 0,00 GMKN|106|49|Max Williams A/D |18|1|3||4 дня падения, 1 дня в 
 0,00 GMKN|103|49|Max Williams A/D |19|1|1||4 дня падения, 1 дня в 
 0,00 GMKN|103|49|Max Williams A/D |19|1|2||4 дня падения, 1 дня в 
 0,00 GMKN|103|49|Max Williams A/D |19|1|3||4 дня падения, 1 дня в 
 0,00 GMKN|102|49|Max Williams A/D |20|1|1||4 дня падения, 1 дня в 
 0,00 GMKN|102|49|Max Williams A/D |20|1|2||4 дня падения, 1 дня в 
 0,00 GMKN|102|49|Max Williams A/D |20|1|3||4 дня падения, 1 дня в 
 0,00 GMKN|99|49|Max Williams A/D |21|1|1||4 дня падения, 1 дня в 
 0,00 GMKN|99|49|Max Williams A/D |21|1|2||4 дня падения, 1 дня в 
 0,00 GMKN|99|49|Max Williams A/D |21|1|3||4 дня падения, 1 дня в 
 0,00 GMKN|94|19|Max Williams A/D |24|1|1||5 дня падения, 1 дня в 
 0,00 GMKN|94|19|Max Williams A/D |24|1|2||5 дня падения, 1 дня в 
 0,00 GMKN|94|19|Max Williams A/D |24|1|3||5 дня падения, 1 дня в 
 0,00 GMKN|93|19|Max Williams A/D |25|1|1||5 дня падения, 1 дня в 
 0,00 GMKN|93|19|Max Williams A/D |25|1|2||5 дня падения, 1 дня в 
 0,00 GMKN|93|19|Max Williams A/D |25|1|3||5 дня падения, 1 дня в 
 0,00 GMKN|245|67|Min Williams A/D | 4|1|1||3 дня роста, 1 дня в 
 0,00 GMKN|215|67|Min Williams A/D | 5|1|1||3 дня роста, 1 дня в 
 0,00 GMKN|191|67|Min Williams A/D | 6|1|1||3 дня роста, 1 дня в 
 0,00 GMKN|190|67|Min Williams A/D | 6|1|3||3 дня роста, 1 дня в 
 0,00 GMKN|177|67|Min Williams A/D | 7|1|1||3 дня роста, 1 дня в 
 0,00 GMKN|176|67|Min Williams A/D | 7|1|3||3 дня роста, 1 дня в 
 0,00 GMKN|162|67|Min Williams A/D | 8|1|1||3 дня роста, 1 дня в 
 0,00 GMKN|161|67|Min Williams A/D | 8|1|3||3 дня роста, 1 дня в 
 0,00 GMKN|145|67|Min Williams A/D | 9|1|1||3 дня роста, 1 дня в 
 0,00 GMKN|145|30|Min Williams A/D | 9|1|1||4 дня роста, 1 дня в 
 0,00 GMKN|144|30|Min Williams A/D | 9|1|2||4 дня роста, 1 дня в 
 0,00 GMKN|144|67|Min Williams A/D | 9|1|3||3 дня роста, 1 дня в 
 0,00 GMKN|144|30|Min Williams A/D | 9|1|3||4 дня роста, 1 дня в 
 0,00 GMKN|138|67|Min Williams A/D |10|1|1||3 дня роста, 1 дня в 
 0,00 GMKN|138|30|Min Williams A/D |10|1|1||4 дня роста, 1 дня в 
 0,00 GMKN|137|30|Min Williams A/D |10|1|2||4 дня роста, 1 дня в 
 0,00 GMKN|137|67|Min Williams A/D |10|1|3||3 дня роста, 1 дня в 
 0,00 GMKN|137|30|Min Williams A/D |10|1|3||4 дня роста, 1 дня в 
 0,00 GMKN|130|30|Min Williams A/D |11|1|1||4 дня роста, 1 дня в 
 0,00 GMKN|129|30|Min Williams A/D |11|1|2||4 дня роста, 1 дня в 
 0,00 GMKN|129|30|Min Williams A/D |11|1|3||4 дня роста, 1 дня в 
 0,00 GMKN|127|30|Min Williams A/D |12|1|1||4 дня роста, 1 дня в 
 0,00 GMKN|126|30|Min Williams A/D |12|1|2||4 дня роста, 1 дня в 
 0,00 GMKN|126|30|Min Williams A/D |12|1|3||4 дня роста, 1 дня в 
 0,00 GMKN|122|30|Min Williams A/D |13|1|1||4 дня роста, 1 дня в 
 0,00 GMKN|121|30|Min Williams A/D |13|1|2||4 дня роста, 1 дня в 
 0,00 GMKN|121|30|Min Williams A/D |13|1|3||4 дня роста, 1 дня в 
 0,00 GMKN|119|30|Min Williams A/D |14|1|1||4 дня роста, 1 дня в 
 0,00 GMKN|118|30|Min Williams A/D |14|1|2||4 дня роста, 1 дня в 
 0,00 GMKN|118|30|Min Williams A/D |14|1|3||4 дня роста, 1 дня в 
 0,00 GMKN|118|30|Min Williams A/D |15|1|1||4 дня роста, 1 дня в 
 0,00 GMKN|117|30|Min Williams A/D |15|1|2||4 дня роста, 1 дня в 
 0,00 GMKN|117|30|Min Williams A/D |15|1|3||4 дня роста, 1 дня в 
 0,00 GMKN|118|30|Min Williams A/D |16|1|1||4 дня роста, 1 дня в 
 0,00 GMKN|117|30|Min Williams A/D |16|1|2||4 дня роста, 1 дня в 
 0,00 GMKN|117|30|Min Williams A/D |16|1|3||4 дня роста, 1 дня в 
 0,00 GMKN|115|30|Min Williams A/D |17|1|1||4 дня роста, 1 дня в 
 0,00 GMKN|114|30|Min Williams A/D |17|1|2||4 дня роста, 1 дня в 
 0,00 GMKN|114|30|Min Williams A/D |17|1|3||4 дня роста, 1 дня в 
 0,00 GMKN|112|30|Min Williams A/D |18|1|1||4 дня роста, 1 дня в 
 0,00 GMKN|111|30|Min Williams A/D |18|1|2||4 дня роста, 1 дня в 
 0,00 GMKN|111|30|Min Williams A/D |18|1|3||4 дня роста, 1 дня в 
 0,00 GMKN|111|30|Min Williams A/D |19|1|1||4 дня роста, 1 дня в 
 0,00 GMKN|110|30|Min Williams A/D |19|1|2||4 дня роста, 1 дня в 
 0,00 GMKN|110|30|Min Williams A/D |19|1|3||4 дня роста, 1 дня в 
 0,00 GMKN|105|30|Min Williams A/D |20|1|1||4 дня роста, 1 дня в 
 0,00 GMKN|104|30|Min Williams A/D |20|1|2||4 дня роста, 1 дня в 
 0,00 GMKN|104|30|Min Williams A/D |20|1|3||4 дня роста, 1 дня в 
 0,00 GMKN|104|30|Min Williams A/D |21|1|1||4 дня роста, 1 дня в 
 0,00 GMKN|103|30|Min Williams A/D |21|1|2||4 дня роста, 1 дня в 
 0,00 GMKN|103|30|Min Williams A/D |21|1|3||4 дня роста, 1 дня в 
 0,00 GMKN|102|30|Min Williams A/D |22|1|1||4 дня роста, 1 дня в 
 0,00 GMKN|101|30|Min Williams A/D |22|1|2||4 дня роста, 1 дня в 
 0,00 GMKN|101|30|Min Williams A/D |22|1|3||4 дня роста, 1 дня в 
 0,00 GMKN|98|30|Min Williams A/D |23|1|1||4 дня роста, 1 дня в 
 0,00 GMKN|97|30|Min Williams A/D |23|1|2||4 дня роста, 1 дня в 
 0,00 GMKN|97|30|Min Williams A/D |23|1|3||4 дня роста, 1 дня в 
 0,00 GMKN|93|30|Min Williams A/D |24|1|1||4 дня роста, 1 дня в 
 0,00 GMKN|92|30|Min Williams A/D |24|1|2||4 дня роста, 1 дня в 
 0,00 GMKN|92|30|Min Williams A/D |24|1|3||4 дня роста, 1 дня в 
 0,00 GMKN|91|30|Min Williams A/D |25|1|1||4 дня роста, 1 дня в 
 0,00 GMKN|90|30|Min Williams A/D |25|1|2||4 дня роста, 1 дня в 
 0,00 GMKN|90|30|Min Williams A/D |25|1|3||4 дня роста, 1 дня в 
 0,00 LKOH|200|58|Max Williams A/D | 7|1|3||4 дня падения, 1 дня в 
 0,00 LKOH|191|58|Max Williams A/D | 8|1|3||4 дня падения, 1 дня в 
 0,00 LKOH|176|58|Max Williams A/D | 9|1|3||4 дня падения, 1 дня в 
 0,00 LKOH|166|58|Max Williams A/D |10|1|3||4 дня падения, 1 дня в 
 0,00 LKOH|159|58|Max Williams A/D |11|1|3||4 дня падения, 1 дня в 
 0,00 LKOH|153|58|Max Williams A/D |12|1|3||4 дня падения, 1 дня в 
 0,00 LKOH|144|58|Max Williams A/D |13|1|3||4 дня падения, 1 дня в 
 0,00 LKOH|139|28|Max Williams A/D |14|1|1||5 дня падения, 1 дня в 
 0,00 LKOH|139|58|Max Williams A/D |14|1|3||4 дня падения, 1 дня в 
 0,00 LKOH|139|28|Max Williams A/D |14|1|3||5 дня падения, 1 дня в 
 0,00 LKOH|133|28|Max Williams A/D |15|1|1||5 дня падения, 1 дня в 
 0,00 LKOH|133|58|Max Williams A/D |15|1|3||4 дня падения, 1 дня в 
 0,00 LKOH|133|28|Max Williams A/D |15|1|3||5 дня падения, 1 дня в 
 0,00 LKOH|128|28|Max Williams A/D |16|1|1||5 дня падения, 1 дня в 
 0,00 LKOH|128|58|Max Williams A/D |16|1|3||4 дня падения, 1 дня в 
 0,00 LKOH|128|28|Max Williams A/D |16|1|3||5 дня падения, 1 дня в 
 0,00 LKOH|126|28|Max Williams A/D |17|1|1||5 дня падения, 1 дня в 
 0,00 LKOH|126|58|Max Williams A/D |17|1|3||4 дня падения, 1 дня в 
 0,00 LKOH|126|28|Max Williams A/D |17|1|3||5 дня падения, 1 дня в 
 0,00 LKOH|121|28|Max Williams A/D |18|1|1||5 дня падения, 1 дня в 
 0,00 LKOH|121|58|Max Williams A/D |18|1|3||4 дня падения, 1 дня в 
 0,00 LKOH|121|28|Max Williams A/D |18|1|3||5 дня падения, 1 дня в 
 0,00 LKOH|117|28|Max Williams A/D |19|1|1||5 дня падения, 1 дня в 
 0,00 LKOH|117|58|Max Williams A/D |19|1|3||4 дня падения, 1 дня в 
 0,00 LKOH|117|28|Max Williams A/D |19|1|3||5 дня падения, 1 дня в 
 0,00 LKOH|115|28|Max Williams A/D |20|1|1||5 дня падения, 1 дня в 
 0,00 LKOH|115|28|Max Williams A/D |20|1|3||5 дня падения, 1 дня в 
 0,00 LKOH|111|28|Max Williams A/D |21|1|1||5 дня падения, 1 дня в 
 0,00 LKOH|111|28|Max Williams A/D |21|1|3||5 дня падения, 1 дня в 
 0,00 LKOH|108|28|Max Williams A/D |22|1|1||5 дня падения, 1 дня в 
 0,00 LKOH|108|28|Max Williams A/D |22|1|3||5 дня падения, 1 дня в 
 0,00 LKOH|104|28|Max Williams A/D |23|1|1||5 дня падения, 1 дня в 
 0,00 LKOH|104|28|Max Williams A/D |23|1|3||5 дня падения, 1 дня в 
 0,00 LKOH|100|28|Max Williams A/D |24|1|1||5 дня падения, 1 дня в 
 0,00 LKOH|100|28|Max Williams A/D |24|1|3||5 дня падения, 1 дня в 
 0,00 LKOH|99|28|Max Williams A/D |25|1|1||5 дня падения, 1 дня в 
 0,00 LKOH|99|28|Max Williams A/D |25|1|3||5 дня падения, 1 дня в 
 0,00 LKOH|167|52|Min Williams A/D | 7|1|1||4 дня роста, 1 дня в 
 0,00 LKOH|166|52|Min Williams A/D | 7|1|2||4 дня роста, 1 дня в 
 0,00 LKOH|165|52|Min Williams A/D | 7|1|3||4 дня роста, 1 дня в 
 0,00 LKOH|153|52|Min Williams A/D | 8|1|1||4 дня роста, 1 дня в 
 0,00 LKOH|152|52|Min Williams A/D | 8|1|2||4 дня роста, 1 дня в 
 0,00 LKOH|151|52|Min Williams A/D | 8|1|3||4 дня роста, 1 дня в 
 0,00 LKOH|143|52|Min Williams A/D | 9|1|1||4 дня роста, 1 дня в 
 0,00 LKOH|142|52|Min Williams A/D | 9|1|2||4 дня роста, 1 дня в 
 0,00 LKOH|141|52|Min Williams A/D | 9|1|3||4 дня роста, 1 дня в 
 0,00 LKOH|134|52|Min Williams A/D |10|1|1||4 дня роста, 1 дня в 
 0,00 LKOH|133|52|Min Williams A/D |10|1|2||4 дня роста, 1 дня в 
 0,00 LKOH|132|52|Min Williams A/D |10|1|3||4 дня роста, 1 дня в 
 0,00 LKOH|124|52|Min Williams A/D |11|1|1||4 дня роста, 1 дня в 
 0,00 LKOH|123|52|Min Williams A/D |11|1|2||4 дня роста, 1 дня в 
 0,00 LKOH|122|52|Min Williams A/D |11|1|3||4 дня роста, 1 дня в 
 0,00 LKOH|116|52|Min Williams A/D |12|1|1||4 дня роста, 1 дня в 
 0,00 LKOH|115|52|Min Williams A/D |12|1|2||4 дня роста, 1 дня в 
 0,00 LKOH|115|23|Min Williams A/D |12|1|2||5 дня роста, 1 дня в 
 0,00 LKOH|114|52|Min Williams A/D |12|1|3||4 дня роста, 1 дня в 
 0,00 LKOH|114|23|Min Williams A/D |12|1|3||5 дня роста, 1 дня в 
 0,00 LKOH|111|52|Min Williams A/D |13|1|1||4 дня роста, 1 дня в 
 0,00 LKOH|111|23|Min Williams A/D |13|1|1||5 дня роста, 1 дня в 
 0,00 LKOH|110|52|Min Williams A/D |13|1|2||4 дня роста, 1 дня в 
 0,00 LKOH|110|23|Min Williams A/D |13|1|2||5 дня роста, 1 дня в 
 0,00 LKOH|109|52|Min Williams A/D |13|1|3||4 дня роста, 1 дня в 
 0,00 LKOH|109|23|Min Williams A/D |13|1|3||5 дня роста, 1 дня в 
 0,00 LKOH|106|52|Min Williams A/D |14|1|1||4 дня роста, 1 дня в 
 0,00 LKOH|106|23|Min Williams A/D |14|1|1||5 дня роста, 1 дня в 
 0,00 LKOH|105|52|Min Williams A/D |14|1|2||4 дня роста, 1 дня в 
 0,00 LKOH|105|23|Min Williams A/D |14|1|2||5 дня роста, 1 дня в 
 0,00 LKOH|104|23|Min Williams A/D |14|1|3||5 дня роста, 1 дня в 
 0,00 LKOH|100|23|Min Williams A/D |15|1|1||5 дня роста, 1 дня в 
 0,00 LKOH|99|23|Min Williams A/D |15|1|2||5 дня роста, 1 дня в 
 0,00 LKOH|98|23|Min Williams A/D |15|1|3||5 дня роста, 1 дня в 
 0,00 LKOH|94|23|Min Williams A/D |16|1|1||5 дня роста, 1 дня в 
 0,00 LKOH|93|23|Min Williams A/D |16|1|2||5 дня роста, 1 дня в 
 0,00 LKOH|92|23|Min Williams A/D |16|1|3||5 дня роста, 1 дня в 
 0,00 LKOH|90|23|Min Williams A/D |17|1|1||5 дня роста, 1 дня в 
 0,00 LKOH|89|23|Min Williams A/D |17|1|2||5 дня роста, 1 дня в 
 0,00 LKOH|88|23|Min Williams A/D |17|1|3||5 дня роста, 1 дня в 
 0,00 LKOH|86|23|Min Williams A/D |18|1|1||5 дня роста, 1 дня в 
 0,00 LKOH|85|23|Min Williams A/D |18|1|2||5 дня роста, 1 дня в 
 0,00 LKOH|84|23|Min Williams A/D |18|1|3||5 дня роста, 1 дня в 
 0,00 LKOH|79|23|Min Williams A/D |19|1|1||5 дня роста, 1 дня в 
 0,00 LKOH|78|23|Min Williams A/D |19|1|2||5 дня роста, 1 дня в 
 0,00 LKOH|77|23|Min Williams A/D |19|1|3||5 дня роста, 1 дня в 
 0,00 LKOH|75|23|Min Williams A/D |20|1|1||5 дня роста, 1 дня в 
